,V1,V3,V4,V8,V9,V10,V11,V12,V13,V14,V15,V16,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V50,V51,V54,V55,V56,V57,V58
0,0.0,0.7083333333333334,1.0,0.0,0.0,0.7236180904522613,0.003952569169960474,0.24429223744292236,0.0,0.5050505050505051,0.3703703703703704,1.0,1.0,0.18181818181818185,0.045454545454545456,0.02469135802469136,0.9761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.6590909090909092,0.4,0.05813953488372092,0.6030534351145037,0.13333333333333336,0.7162162162162162,0.6153846153846154,0.5491803278688525,0.7727272727272727,0.0,0.0,0.3709677419354838,1.0,0.0,0.6370370370370371,0.0,1.0,0.75,0.0,0.03571428571428571,0.1851851851851852,0.9761904761904762,0.0
1,0.0033670033670033673,0.7916666666666666,1.0,0.0,0.02325581395348837,0.7989949748743719,0.003952569169960474,0.3652968036529681,0.0,0.4040404040404041,0.7407407407407407,0.0,1.0,0.18181818181818185,0.0909090909090909,0.04938271604938271,0.9761904761904762,0.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4,0.05813953488372092,0.28244274809160297,0.16000000000000006,0.5135135135135136,0.6153846153846154,0.6721311475409837,0.8181818181818181,1.0,0.0,0.2419354838709677,0.5,0.0,0.6851851851851852,1.0,1.0,0.0,0.0,0.03571428571428571,0.04938271604938271,0.9761904761904762,1.0
2,0.006734006734006733,0.7916666666666666,1.0,0.0,0.02325581395348837,0.5979899497487438,0.003952569169960474,0.2351598173515981,0.0,0.20202020202020204,0.6481481481481481,0.0,1.0,0.18181818181818185,0.045454545454545456,0.2222222222222222,0.9761904761904762,0.0,1.0,0.0,0.0,0.0,0.0,0.5075757575757576,0.4,0.040697674418604654,0.4427480916030534,0.2533333333333333,0.3783783783783785,0.5192307692307693,0.3442622950819673,0.7272727272727273,1.0,0.0,0.41935483870967744,0.5,0.0,0.5555555555555556,0.6666666666666666,1.0,1.0,0.0,0.03571428571428571,0.2345679012345679,0.9761904761904762,1.0
3,0.0101010101010101,0.16666666666666666,1.0,0.0,0.015503875968992246,0.6482412060301508,0.0,0.28310502283105016,0.0,0.0,0.0,0.0,1.0,0.0,0.045454545454545456,0.14814814814814814,0.9761904761904762,0.0,1.0,0.0,0.0,0.0,0.0,0.8484848484848485,0.8666666666666667,0.0813953488372093,0.8854961832061069,0.2933333333333334,0.75,0.40384615384615385,0.4262295081967213,0.7090909090909091,0.0,0.0,0.5645161290322579,1.0,0.0,0.6185185185185186,0.0,1.0,0.0,0.0,0.03571428571428571,0.037037037037037035,0.9761904761904762,0.0
4,0.016835016835016838,0.25,0.0,0.0,0.007751937984496123,0.6482412060301508,0.003952569169960474,0.1780821917808219,0.0,0.0,0.0,0.0,1.0,0.18181818181818185,0.045454545454545456,0.07407407407407407,0.9761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.3939393939393939,0.0,0.03488372093023255,0.7709923664122137,0.20666666666666672,0.5135135135135136,0.4615384615384616,0.4262295081967213,0.7818181818181817,0.0,0.0,0.2258064516129032,0.0,0.0,0.14814814814814814,0.0,1.0,0.0,0.0,0.03571428571428571,0.20987654320987653,0.9761904761904762,0.0
5,0.020202020202020204,0.5624999999999999,1.0,0.0,0.007751937984496123,0.5979899497487438,0.003952569169960474,0.2511415525114155,0.0,0.20202020202020204,0.3703703703703704,0.0,1.0,0.0,0.0909090909090909,0.09876543209876544,0.9761904761904762,1.0,0.0,0.0,0.0,0.0,0.0,0.7196969696969698,0.0,0.0755813953488372,0.816793893129771,0.22000000000000006,0.5472972972972974,0.4230769230769231,0.3442622950819673,0.6818181818181818,0.0,0.0,0.12903225806451613,0.0,0.0,0.4703703703703704,0.0,1.0,0.0,0.0,0.07142857142857142,0.1111111111111111,0.9761904761904762,0.0
6,0.02356902356902357,0.6874999999999999,0.0,0.0,0.02325581395348837,0.6984924623115578,0.0,0.3242009132420091,0.0,0.0,0.0,0.0,1.0,0.18181818181818185,0.0,0.3333333333333333,0.9761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.31818181818181823,0.4,0.023255813953488372,0.6793893129770993,0.2866666666666667,0.6486486486486487,0.5576923076923077,0.5081967213114755,0.9090909090909092,0.0,0.0,0.5806451612903226,1.0,0.0,0.4518518518518519,0.6666666666666666,1.0,0.0,0.0,0.03571428571428571,0.012345679012345678,0.9761904761904762,1.0
7,0.02693602693602693,0.5833333333333334,0.0,0.0,0.02325581395348837,0.5979899497487438,0.003952569169960474,0.5205479452054793,0.0,0.0,0.0,0.0,1.0,0.0,0.2727272727272727,0.2345679012345679,0.9761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.4,0.040697674418604654,0.7022900763358778,0.2933333333333334,0.5472972972972974,0.5192307692307693,0.3442622950819673,0.7272727272727273,1.0,0.0,0.0967741935483871,0.0,0.0,0.4518518518518519,0.0,1.0,0.0,0.0,0.2142857142857143,0.2469135802469136,0.9761904761904762,0.0
8,0.030303030303030307,0.7083333333333334,1.0,0.0,0.02325581395348837,0.6482412060301508,0.003952569169960474,0.2922374429223745,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.2727272727272727,0.012345679012345678,0.9761904761904762,0.0,1.0,1.0,0.0,0.0,0.0,0.4696969696969697,0.5333333333333333,0.03488372093023255,0.5801526717557252,0.2333333333333333,0.2432432432432433,0.4230769230769231,0.4262295081967213,0.9545454545454544,0.0,0.0,0.2258064516129032,0.5,0.0,0.2777777777777778,0.3333333333333333,1.0,1.0,0.0,0.2142857142857143,0.02469135802469136,0.9761904761904762,1.0
9,0.03367003367003367,0.4999999999999999,1.0,0.0,0.02325581395348837,0.6984924623115578,0.0,0.17579908675799089,0.0,0.20202020202020204,0.4629629629629629,1.0,1.0,0.18181818181818185,0.2727272727272727,0.02469135802469136,0.9761904761904762,0.0,1.0,0.0,0.0,1.0,0.0,0.2803030303030303,0.2,0.023255813953488372,0.6412213740458014,0.3066666666666667,0.6824324324324325,0.9038461538461541,0.5081967213114755,0.9090909090909092,1.0,0.0,0.5,1.0,0.0,0.2518518518518519,0.0,1.0,1.0,0.0,0.2142857142857143,0.061728395061728385,0.9761904761904762,1.0
